,normalized_year,vd17_id,record_number,field_number,field_code,last_name,first_name,full_name_vd17,member_number,role,role2
292,1665,3:611008P,43413,19,028C,Friesen,Carl,carl friesen,538,dte,WidmungsempfängerIn
293,1665,3:016684B,43522,19,028C,König,Michael,michael könig,759,dte,WidmungsempfängerIn
294,1665,39:120849D,43707,19,028C,Rist,Johann,johann rist,467,dte,WidmungsempfängerIn
295,1664,27:710783P,44477,17,028C,Hagen,Friedrich Ulrich,friedrich ulrich hagen,757,dte,WidmungsempfängerIn
296,1664,32:693855B,44703,20,028C,Fischer,Johannes,johannes fischer,480,dte,WidmungsempfängerIn
297,1664,23:625425W,45386,17,028C,Aldenburg,Anton,anton aldenburg,653,dte,WidmungsempfängerIn
298,1664,547:625355L,45389,17,028C,Seckendorff,Veit Ludwig,veit ludwig seckendorff,615,dte,WidmungsempfängerIn
299,1664,23:240176W,45510,21,028C,Schottelius,Justus Georg,justus georg schottelius,397,dte,WidmungsempfängerIn
300,1664,1:057708C,45599,23,028C,Schwerin,Otto,otto schwerin,493,dte,WidmungsempfängerIn
301,1664,12:158623D,46974,21,028C,Schwerin,Otto,otto schwerin,493,dte,WidmungsempfängerIn
302,1697,14:657724Y,47763,37,028C,Köppen,Johann,johann köppen,485,dte,WidmungsempfängerIn
303,1697,547:644750W,47949,17,028C,Gersdorff,Nicolaus,nicolaus gersdorff,662,dte,WidmungsempfängerIn
304,1664,3:004308B,48397,20,028C,Selmnitz,Ernst Friedemann,ernst friedemann selmnitz,431,dte,WidmungsempfängerIn
305,1664,39:104677H,48674,18,028C,Schleinitz,Hans Georg Haubold,hans georg haubold schleinitz,169,dte,WidmungsempfängerIn
306,1664,23:281563F,48808,21,028C,Bünau,Günther,günther bünau,862,dte,WidmungsempfängerIn
307,1664,23:281551K,48809,36,028C,König,Michael,michael könig,759,dte,WidmungsempfängerIn
308,1664,23:274302H,48835,24,028C,Hertingshausen,Moritz,moritz hertingshausen,332,dte,WidmungsempfängerIn
309,1664,23:252720N,48918,22,028C,Krosigk,Gebhard Friedrich,gebhard friedrich krosigk,081,dte,WidmungsempfängerIn
310,1663,3086:753654X,48922,19,028C,Rudolph,Georg,georg rudolph,058,hnr,GefeierteR
311,1663,29:736241C,49118,20,028C,Cratz,Johann,johann cratz,831,dte,WidmungsempfängerIn
312,1663,547:698813G,49518,16,028C,Schwerin,Otto,otto schwerin,493,dte,WidmungsempfängerIn
313,1663,14:674403E,49777,18,028C,Schwerin,Otto,otto schwerin,493,dte,WidmungsempfängerIn
314,1663,14:667650L,49844,17,028C,Schweinitz,Georg Hermann,georg hermann schweinitz,313,dte,WidmungsempfängerIn
315,1663,7:646746U,50022,16,028C,Kirchberg,Georg Ludwig,georg ludwig kirchberg,560,dte,WidmungsempfängerIn
316,1663,23:646142F,50031,21,028C,Rudolphus,Georgius,georgius rudolphus,058,dte,WidmungsempfängerIn
317,1663,3:645814L,50035,24,028C,BentheimSteinfurt,Wilhelm Heinrich,wilhelm heinrich bentheimsteinfurt,011,dte,WidmungsempfängerIn
318,1663,1:009346K,51212,20,028C,Rantzau,Christian,christian rantzau,278,dte,WidmungsempfängerIn
319,1663,39:159860X,51639,22,028C,Seckendorff,Veit Ludwig,veit ludwig seckendorff,615,dte,WidmungsempfängerIn
320,1663,39:114032Q,52333,24,028C,Königsmarck,Otto Wilhelm,otto wilhelm königsmarck,633,dte,WidmungsempfängerIn
321,1663,23:288781V,52511,17,028C,Rist,Johann,johann rist,467,dte,WidmungsempfängerIn
322,1662,547:744201W,52760,20,028C,Proeck,Lebrecht,lebrecht proeck,730,oth,"Sonstige Person, Familie und Körperschaft"
323,1662,23:667344T,53512,17,028C,Schwerin,Otto,otto schwerin,493,dte,WidmungsempfängerIn
324,1662,23:666047V,53524,20,028C,Werthern,Wolfgang,wolfgang werthern,614,dte,WidmungsempfängerIn
325,1662,547:649268H,53636,18,028C,Schröter,Wilhelm,wilhelm schröter,635,dte,WidmungsempfängerIn
326,1662,3:636437A,53755,18,028C,Menius,Johann Heinrich,johann heinrich menius,678,dte,WidmungsempfängerIn
327,1662,23:241183K,53914,30,028C,Schwerin,Otto,otto schwerin,493,dte,WidmungsempfängerIn
328,1662,14:066771U,54241,21,028C,Werthern,Wolfgang,wolfgang werthern,614,dte,WidmungsempfängerIn
329,1662,12:163514F,54772,18,028C,Einsiedel,Curt,curt einsiedel,417,dte,WidmungsempfängerIn
330,1662,12:163514F,54772,19,028C,Alvensleben,Gebhard,gebhard alvensleben,479,dte,WidmungsempfängerIn
331,1662,23:000131W,54923,18,028C,Schwerin,Otto,otto schwerin,493,dte,WidmungsempfängerIn
332,1662,23:000131W,54923,20,028C,Jena,Friedrich,friedrich jena,801,dte,WidmungsempfängerIn
333,1662,23:317025Y,55230,16,028C,Schwerin,Otto,otto schwerin,493,dte,WidmungsempfängerIn
334,1662,23:279825T,55765,18,028C,Aldenburg,Anton,anton aldenburg,653,dte,WidmungsempfängerIn
335,1662,23:266908S,55813,18,028C,Jena,Friedrich,friedrich jena,801,dte,WidmungsempfängerIn
336,1661,17:750349Z,55910,23,028C,Buchner,August,august buchner,362,wpr,VerfasserIn eines Vorworts
337,1661,17:748726S,55922,25,028C,Ernst,Johann,johann ernst,003,prt,DruckerIn
338,1661,17:748726S,55922,25,028C,Ernst,Johann,johann ernst,342,prt,DruckerIn
339,1661,17:748726S,55922,25,028C,Ernst,Johann,johann ernst,702,prt,DruckerIn
340,1661,15:743908H,55961,22,028C,Schwerin,Otto,otto schwerin,493,dte,WidmungsempfängerIn
341,1661,15:741927E,55970,22,028C,Opitz,Martin,martin opitz,200,oth,"Sonstige Person, Familie und Körperschaft"
342,1661,9:741066Z,55980,22,028C,Ernst,Johann,johann ernst,003,prt,DruckerIn
343,1661,9:741066Z,55980,22,028C,Ernst,Johann,johann ernst,342,prt,DruckerIn
344,1661,9:741066Z,55980,22,028C,Ernst,Johann,johann ernst,702,prt,DruckerIn
345,1661,29:731756C,56061,16,028C,Adam,Johann,johann adam,705,dte,WidmungsempfängerIn
346,1661,547:649294X,56890,18,028C,Seckendorff,Veit Ludwig,veit ludwig seckendorff,615,dte,WidmungsempfängerIn
347,1661,23:248273P,57160,19,028C,Schwerin,Otto,otto schwerin,493,dte,WidmungsempfängerIn
348,1697,1:059151H,58327,19,028C,Schwerin,Otto,otto schwerin,493,dte,WidmungsempfängerIn
349,1661,12:197598R,59487,17,028C,Seckendorff,Veit Ludwig,veit ludwig seckendorff,615,dte,WidmungsempfängerIn
350,1661,1:009676V,59488,20,028C,Seckendorff,Veit Ludwig,veit ludwig seckendorff,615,dte,WidmungsempfängerIn
351,1661,12:101860W,59492,17,028C,Rist,Johann,johann rist,467,dte,WidmungsempfängerIn
352,1661,39:149673N,59816,17,028C,Schröter,Wilhelm,wilhelm schröter,635,dte,WidmungsempfängerIn
353,1661,39:149673N,59816,19,028C,Seckendorff,Veit Ludwig,veit ludwig seckendorff,615,dte,WidmungsempfängerIn
354,1661,39:141923M,59839,21,028C,Ludovicus,Christianus,christianus ludovicus,372,dte,WidmungsempfängerIn
355,1660,70:751875V,60248,23,028C,Ernst,Johann,johann ernst,003,prt,DruckerIn
356,1660,70:751875V,60248,23,028C,Ernst,Johann,johann ernst,342,prt,DruckerIn
357,1660,70:751875V,60248,23,028C,Ernst,Johann,johann ernst,702,prt,DruckerIn
358,1660,70:751874N,60249,23,028C,Ernst,Johann,johann ernst,003,prt,DruckerIn
359,1660,70:751874N,60249,23,028C,Ernst,Johann,johann ernst,342,prt,DruckerIn
360,1660,70:751874N,60249,23,028C,Ernst,Johann,johann ernst,702,prt,DruckerIn
361,1660,27:710406T,60629,16,028C,Rechenberg,Johann Georg,johann georg rechenberg,651,dte,WidmungsempfängerIn
362,1660,27:710405L,60630,16,028C,Rechenberg,Johann Georg,johann georg rechenberg,651,dte,WidmungsempfängerIn
363,1660,547:656986K,61185,18,028C,Naso,Hans Christoph,hans christoph naso,834,dte,WidmungsempfängerIn
364,1660,547:642802A,61351,16,028C,Schönberg,Hans Dietrich,hans dietrich schönberg,752,dte,WidmungsempfängerIn
365,1660,23:638821D,61383,18,028C,Milagius,Martinus,martinus milagius,315,dte,WidmungsempfängerIn
366,1660,32:623797Q,61502,18,028C,Ernestus,Johannes,johannes ernestus,003,dte,WidmungsempfängerIn
367,1660,1:042862B,61745,18,028C,Milagius,Martinus,martinus milagius,315,dte,WidmungsempfängerIn
368,1660,14:051419Z,62863,30,028C,Heinrich,Caspar,caspar heinrich,603,dte,WidmungsempfängerIn
369,1660,3:021970N,62935,19,028C,Ludovicus,Christianus,christianus ludovicus,372,dte,WidmungsempfängerIn
370,1660,39:118376E,63132,20,028C,Grote,Otto,otto grote,503,dte,WidmungsempfängerIn
371,1660,14:073620P,63343,20,028C,Adolphus,Johannes,johannes adolphus,719,dte,WidmungsempfängerIn
372,1659,56:740506H,64006,23,028C,Olearius,Adam,adam olearius,543,trl,ÜbersetzerIn
373,1659,14:707791G,64353,17,028C,Gersdorff,Nicolaus ,nicolaus gersdorff,662,dte,WidmungsempfängerIn
374,1659,3:684071S,64587,19,028C,Rantzau,Christian,christian rantzau,278,dte,WidmungsempfängerIn
375,1659,23:666540U,64724,15,028C,Preen,Otto,otto preen,159,dte,WidmungsempfängerIn
376,1659,14:653275U,64799,21,028C,Rudolff,Georg,georg rudolff,058,dte,WidmungsempfängerIn
377,1659,23:650082D,64825,22,028C,Gersdorff,Nicolaus,nicolaus gersdorff,662,dte,WidmungsempfängerIn
378,1659,14:643530T,64886,18,028C,König,Michael,michael könig,759,dte,WidmungsempfängerIn
379,1659,547:622679G,65058,18,028C,Seckendorff,Veit Ludwig,veit ludwig seckendorff,615,dte,WidmungsempfängerIn
380,1659,1:056133X,65203,24,028C,Müller,Peter,peter müller,850,dte,WidmungsempfängerIn
381,1659,1:019045P,65380,22,028C,König,Michael,michael könig,759,dte,WidmungsempfängerIn
382,1659,23:288675P,66623,20,028C,Schwerin,Otto,otto schwerin,493,dte,WidmungsempfängerIn
383,1659,3:602551W,66767,21,028C,Schwerin,Otto,otto schwerin,493,dte,WidmungsempfängerIn
384,1659,3:011835R,66866,18,028C,König,Michael,michael könig,759,dte,WidmungsempfängerIn
385,1659,39:145476G,66895,16,028C,Kirchberg,Georg,georg kirchberg,184,dte,WidmungsempfängerIn
386,1659,23:288350W,67151,29,028C,Moritz,Georg,georg moritz,764,dte,WidmungsempfängerIn
387,1659,23:283367K,67167,18,028C,Maltitz,Hans Haubold,hans haubold maltitz,578,dte,WidmungsempfängerIn
388,1659,23:254120P,67250,17,028C,Bülow,Julius,julius bülow,163,dte,WidmungsempfängerIn
389,1658,5002:733843N,67454,18,028C,Müller,Peter,peter müller,850,dte,WidmungsempfängerIn
390,1658,27:709898Z,67671,17,028C,Ohr,Johann,johann ohr,878,dte,WidmungsempfängerIn
391,1658,27:709894U,67672,18,028C,Ohr,Johann,johann ohr,878,dte,WidmungsempfängerIn
392,1658,7:694682S,67885,30,028C,Köppen,Johann,johann köppen,485,dte,WidmungsempfängerIn
393,1658,14:638988B,68360,19,028C,König,Michael,michael könig,759,dte,WidmungsempfängerIn
394,1658,1:057527X,68632,20,028C,Königsmarck,Hans Christoph,hans christoph königsmarck,515,dte,WidmungsempfängerIn
395,1697,39:127375W,69757,21,028C,Wangenheim,Friedrich,friedrich wangenheim,703,dte,WidmungsempfängerIn
396,1658,39:131059Z,70745,23,028C,Erskein,Alexander,alexander erskein,421,dte,WidmungsempfängerIn
397,1658,39:148054V,71235,16,028C,Menius,Johann Heinrich,johann heinrich menius,678,dte,WidmungsempfängerIn
398,1658,39:132104P,71300,24,028C,König,Michael,michael könig,759,dte,WidmungsempfängerIn
399,1657,5002:733971X,71769,19,028C,Marwitz,Joachim,joachim marwitz,501,dte,WidmungsempfängerIn
400,1657,5002:733921Q,71771,19,028C,Müller,Peter,peter müller,850,dte,WidmungsempfängerIn
401,1657,27:727175Y,71859,20,028C,Schönfeldt,Johann Theobald,johann theobald schönfeldt,443,dte,WidmungsempfängerIn
402,1657,547:695823A,72193,17,028C,Friesen,Carl,carl friesen,597,dte,WidmungsempfängerIn
403,1657,547:695823A,72193,17,028C,Friesen,Carl,carl friesen,538,dte,WidmungsempfängerIn
404,1657,3:683355W,72306,19,028C,Schwerin,Otto,otto schwerin,493,dte,WidmungsempfängerIn
405,1657,3:626948P,72752,19,028C,Schweinitz,Georg Hermann,georg hermann schweinitz,313,dte,WidmungsempfängerIn
406,1657,1:057346S,72925,18,028C,Gersdorff,Nicolaus,nicolaus gersdorff,662,dte,WidmungsempfängerIn
407,1657,39:128982S,74014,16,028C,Königsmarck,Hans Christoph,hans christoph königsmarck,515,dte,WidmungsempfängerIn
408,1657,23:326913Z,74015,17,028C,Königsmarck,Hans Christoph,hans christoph königsmarck,515,dte,WidmungsempfängerIn
409,1657,23:294218M,74590,20,028C,Beyer,Johann,johann beyer,588,dte,WidmungsempfängerIn
410,1657,23:251743U,74698,21,028C,Schwerin,Otto,otto schwerin,493,dte,WidmungsempfängerIn
411,1656,27:753092A,74719,21,028C,Königsmarck,Otto Wilhelm,otto wilhelm königsmarck,633,oth,"Sonstige Person, Familie und Körperschaft"
412,1656,56:740805S,74831,19,028C,Königsmarck,Otto Wilhelm,otto wilhelm königsmarck,633,hnr,GefeierteR
413,1656,16:730665S,74922,23,028C,Caspar,Johann,johann caspar,878,dte,WidmungsempfängerIn
414,1656,547:679933Y,75388,19,028C,Beer,Sebastian,sebastian beer,658,dte,WidmungsempfängerIn
415,1656,1:628153X,75813,18,028C,Rist,Johann,johann rist,467,dte,WidmungsempfängerIn
416,1656,125:028283K,75904,17,028C,Beer,Sebastian,sebastian beer,658,dte,WidmungsempfängerIn
417,1656,1:066521A,75971,19,028C,Milagius,Martinus,martinus milagius,315,dte,WidmungsempfängerIn
418,1656,1:020770X,76089,26,028C,Ludwig,Christian,christian ludwig,372,dte,WidmungsempfängerIn
419,1656,1:020770X,76089,26,028C,Ludwig,Christian,christian ludwig,780,dte,WidmungsempfängerIn
420,1656,1:011411A,76108,19,028C,Jena,Friedrich,friedrich jena,801,dte,WidmungsempfängerIn
421,1656,14:061292R,76186,18,028C,Königsmarck,Otto Wilhelm,otto wilhelm königsmarck,633,dte,WidmungsempfängerIn
422,1656,14:022615Z,76941,19,028C,Einsiedel,Curt,curt einsiedel,417,dte,WidmungsempfängerIn
423,1656,12:114310C,77155,21,028C,Portner,Johann Albrecht,johann albrecht portner,888,dte,WidmungsempfängerIn
424,1656,3:003416U,77311,21,028C,Fischer,Johannes,johannes fischer,480,dte,WidmungsempfängerIn
425,1655,16:752284R,77634,21,028C,Schröder,Wilhelm,wilhelm schröder,635,ctb,MitwirkendeR
426,1655,17:750457W,77650,23,028C,Linsingen,Johann Gottfried,johann gottfried linsingen,334,hnr,GefeierteR
427,1655,29:728551F,77840,18,028C,Erskein,Alexander,alexander erskein,421,dte,WidmungsempfängerIn
428,1655,23:643658X,78576,16,028C,Kleist,Ewald,ewald kleist,497,dte,WidmungsempfängerIn
429,1655,1:040538C,79029,17,028C,Sommerfeld,Andreas,andreas sommerfeld,548,dte,WidmungsempfängerIn
430,1655,1:040538C,79029,18,028C,Berlepsch,Hartmann,hartmann berlepsch,557,dte,WidmungsempfängerIn
431,1655,125:019389M,79190,15,028C,Beer,Sebastian,sebastian beer,658,dte,WidmungsempfängerIn
432,1655,125:013908H,79365,15,028C,Bose,Carl,carl bose,264,dte,WidmungsempfängerIn
433,1655,12:131988L,79477,22,028C,BentheimSteinfurt,Wilhelm Heinrich,wilhelm heinrich bentheimsteinfurt,011,dte,WidmungsempfängerIn
434,1655,1:015061D,79567,17,028C,Milagius,Martinus,martinus milagius,315,dte,WidmungsempfängerIn
435,1655,12:154269M,79851,20,028C,Wesenbeck,Matthaeus,matthaeus wesenbeck,433,dte,WidmungsempfängerIn
436,1697,3:308249D,80071,34,028C,Köppen,Johann,johann köppen,485,dte,WidmungsempfängerIn
437,1697,39:146879F,80208,17,028C,Kunowitz,Johann Dietrich,johann dietrich kunowitz,660,dte,WidmungsempfängerIn
438,1655,3:012788V,81208,19,028C,König,Michael,michael könig,759,dte,WidmungsempfängerIn
439,1654,16:749783N,81611,19,028C,Schneuber,Johann Matthias,johann matthias schneuber,498,oth,"Sonstige Person, Familie und Körperschaft"
440,1654,17:749133X,81615,26,028C,Andreä,Johann Valentin,johann valentin andreä,464,dte,WidmungsempfängerIn
441,1654,9:742570S,81655,20,028C,Jena,Friedrich,friedrich jena,801,oth,BeiträgerIn
442,1654,15:741308S,81668,23,028C,Ernst,Johann,johann ernst,003,prt,DruckerIn
443,1654,15:741308S,81668,23,028C,Ernst,Johann,johann ernst,342,prt,DruckerIn
444,1654,15:741308S,81668,23,028C,Ernst,Johann,johann ernst,702,prt,DruckerIn
445,1654,27:710520R,81916,16,028C,Rantzau,Christian,christian rantzau,278,dte,WidmungsempfängerIn
446,1654,1:643760Y,82494,21,028C,Schwerin,Otto,otto schwerin,493,dte,WidmungsempfängerIn
447,1654,1:073860A,83817,19,028C,Schwerin,Otto,otto schwerin,493,dte,WidmungsempfängerIn
448,1654,39:145455M,84181,17,028C,Thumbshirn,Wolfgang Konrad,wolfgang konrad thumbshirn,690,dte,WidmungsempfängerIn
449,1653,15:751258X,84487,18,028C,Funcke,Christian,christian funcke,873,hnr,GefeierteR
450,1653,15:751254S,84488,19,028C,Funcke,Christian,christian funcke,873,hnr,GefeierteR
451,1653,15:751251U,84489,19,028C,Funcke,Christian,christian funcke,873,hnr,GefeierteR
452,1653,15:745181X,84527,21,028C,Harsdörffer,Georg Philipp,georg philipp harsdörffer,368,edt,HerausgeberIn
453,1653,107:725626S,84672,17,028C,Erskein,Alexander,alexander erskein,421,dte,WidmungsempfängerIn
454,1653,27:712553S,84837,16,028C,Menius,Johann Heinrich,johann heinrich menius,678,dte,WidmungsempfängerIn
455,1653,32:672739C,85211,17,028C,Erskein,Alexander,alexander erskein,421,dte,WidmungsempfängerIn
456,1653,547:633602R,85627,16,028C,Sommerfeld,Andreas,andreas sommerfeld,548,dte,WidmungsempfängerIn
457,1653,547:633602R,85627,17,028C,Berlepsch,Hartmann,hartmann berlepsch,557,dte,WidmungsempfängerIn
458,1653,23:241680P,85732,24,028C,Ende,Georg Heinrich,georg heinrich ende,619,dte,WidmungsempfängerIn
459,1653,1:021189U,85980,19,028C,Wulffen,Adolf,adolf wulffen,551,dte,WidmungsempfängerIn
460,1653,1:003298A,86026,21,028C,Frantzke,Georg,georg frantzke,428,dte,WidmungsempfängerIn
461,1653,14:054272N,86077,18,028C,Albertus,Johannes,johannes albertus,158,dte,WidmungsempfängerIn
462,1653,3:319367Q,86811,22,028C,Ludovicus,Christianus,christianus ludovicus,372,dte,WidmungsempfängerIn
463,1653,14:020427B,86812,21,028C,Ludovicus,Christianus,christianus ludovicus,372,dte,WidmungsempfängerIn
464,1653,3:012894B,86946,26,028C,König,Michael,michael könig,759,dte,WidmungsempfängerIn
465,1653,39:109647L,87202,17,028C,Fischer,Johannes,johannes fischer,480,dte,WidmungsempfängerIn
466,1652,17:753026L,87434,20,028C,Wolzogen auf Missingdorf,Matthias,matthias wolzogen auf missingdorf,652,dte,WidmungsempfängerIn
467,1652,17:751529B,87450,27,028C,Moscherosch,Johann Michael,johann michael moscherosch,436,wst,VerfasserIn von ergänzendem Text
468,1652,23:741498F,87510,20,028C,Leliwa,Friedrich,friedrich leliwa,119,hnr,GefeierteR
469,1652,28:721210A,87721,17,028C,Cothmann,Johann,johann cothmann,168,dte,WidmungsempfängerIn
470,1652,23:241818Q,88695,24,028C,Milagius,Martinus,martinus milagius,315,dte,WidmungsempfängerIn
471,1652,1:045809D,88795,23,028C,Schwerin,Otto,otto schwerin,493,dte,WidmungsempfängerIn
